intercept,alpha_HDD,beta_CDD,gamma_HRCO,r_squared,residual_std,target_std,hedge_effectiveness
-27.198249651248762,0.04703398685393241,0.051664269706841646,-0.017739993573708257,0.4636198421684268,271.03931559088494,370.08026123046875,0.46361982278252367
